Dosya adı;Sınıf;Ünite;Konu;Durum;Ne fotoğraflansın;Türkçe arama;İngilizce arama;Kaynak;Not
s7-u1-0.jpg;7;1;Görülen ve Görülemeyen Varlıklar;BEKLIYOR;Rüzgârda eğilen ağaçlar (görülmeyeni gösteren);rüzgar ağaç;wind bending trees;Pixabay;"Görülen–görülemeyen varlıklar; rüzgâr güzel bir örnek."
s7-u1-1.jpg;7;1;Melekler ve Özellikleri;BEKLIYOR;Gökyüzünde ışık / bulut arası huzme;bulutlar ışık huzmesi;sunbeam through clouds;Pixabay;Melekler. Kanatlı insan figürü ARAMA.
s7-u1-2.jpg;7;1;Dünya ve Ahiret Hayatı, Ahiretin Aşamaları;BEKLIYOR;Şafak / gece-gündüz geçişi;şafak ufuk;dawn horizon transition;Pixabay;Dünya–ahiret, aşamalar.
s7-u1-3.jpg;7;1;Ahiret İnancının Etkisi ve Hz. İsa (as);BEKLIYOR;Zeytin dalı / barış sembolü;zeytin dalı;olive branch;Pixabay;Hz. İsa (as) bölümü — kişi tasviri YOK.
s7-u2-0.jpg;7;2;İslam'da Hac İbadeti ve Önemi;HAZIR;Mekke’de Kâbe;;;Fotoğraf: Farazbinyusuf — CC0 · Wikimedia Commons;
s7-u2-1.jpg;7;2;Haccın Yapılışı;BEKLIYOR;Hac sırasında Arafat / Mina çadırları;Arafat hac;Mount Arafat pilgrims tents Mina;Wikimedia Commons;Haccın yapılışı.
s7-u2-2.jpg;7;2;Umre ve Önemi;BEKLIYOR;Mescid-i Haram gece görünümü;Mescid-i Haram gece;Masjid al-Haram night;Wikimedia Commons;Umre.
s7-u2-3.jpg;7;2;Kurban İbadeti, Hz. İsmail (as), Enam;BEKLIYOR;Kurban bayramı koyun sürüsü / çoban;koyun sürüsü;sheep flock pasture;Pixabay;Kurban ibadeti. Kesim görüntüsü SEÇME.
s7-u3-0.jpg;7;3;Güzel Ahlaki Tutum ve Davranışlar;BEKLIYOR;Yardım eli uzatan iki kişi (siluet);yardım eli;helping hand reaching;Pixabay;Güzel ahlaki tutumlar.
s7-u3-1.jpg;7;3;Kaçınmamız Gereken Kötü Tutum ve Davranışlar;BEKLIYOR;Kırık zincir / çatlak duvar;çatlak duvar;cracked wall broken;Pixabay;Kaçınılması gereken davranışlar — olumsuz kavramı nesneyle anlat.
s7-u3-2.jpg;7;3;Bir Peygamber Tanıyorum: Hz. Salih (as);BEKLIYOR;Semud yurdu Medâin Sâlih kaya mezarları;Medain Salih kaya;Hegra Madain Salih rock tombs;Wikimedia Commons;Hz. Salih (as) — tarihî mekân.
s7-u3-3.jpg;7;3;Bir Sure Tanıyorum: Felak Suresi ve Anlamı;BEKLIYOR;Felak suresi yazılı sayfa (7. sınıf);Felak suresi hat;Al-Falaq calligraphy;Wikimedia Commons;"Not: 6-u1-3 ile aynı sure; FARKLI bir fotoğraf seç."
s7-u4-0.jpg;7;4;Vahyin Başlaması: Hira'da Bir Gece;BEKLIYOR;Hira mağarası girişi;Hira mağarası;Cave of Hira entrance;Wikimedia Commons;Vahyin başlaması. Kişi tasviri YOK.
s7-u4-1.jpg;7;4;Mekke'de Direniş: Baskılar ve Sabır;BEKLIYOR;Çöl güneşi altında kayalık arazi;çöl kayalık;harsh desert rocky terrain;Pixabay;Mekke’de direniş, sabır.
s7-u4-2.jpg;7;4;Boykot, Hüzün Yılı ve Taif Yolculuğu;BEKLIYOR;Taif yolu / dağ geçidi;Taif dağ yolu;Taif mountain road Saudi;Wikimedia Commons;Boykot, hüzün yılı, Taif.
s7-u4-3.jpg;7;4;İsra, Miraç ve Akabe Biatleri;BEKLIYOR;Kudüs Mescid-i Aksâ / Kubbetü’s-Sahra;Mescid-i Aksa Kubbetüssahra;Dome of the Rock Al-Aqsa;Wikimedia Commons;İsra ve Miraç.
s7-u4-4.jpg;7;4;Hicret: Planlı Bir Yeni Başlangıç;BEKLIYOR;Mekke–Medine arası çöl yolu;çöl yolu hicret;desert road Hejaz journey;Wikimedia Commons;Hicret.
s7-u4-5.jpg;7;4;Medine Dönemi: Bir Toplum İnşa Ediliyor;HAZIR;Mescid-i Nebevî’nin Yeşil Kubbesi, Medine;;;Fotoğraf: Wadie Al-Houh — CC0 · Wikimedia Commons;
s7-u4-6.jpg;7;4;Bir Sure Öğreniyorum: Nasr Suresi;BEKLIYOR;Nasr suresi yazılı sayfa;Nasr suresi;Surah An-Nasr quran page;Wikimedia Commons;
s7-u4-7.jpg;7;4;Bir Sure Öğreniyorum: Kâfirun Suresi;BEKLIYOR;Kâfirun suresi yazılı sayfa;Kâfirun suresi;Surah Al-Kafirun quran;Wikimedia Commons;
s7-u5-0.jpg;7;5;Din Anlayışındaki Yorum Farklılıkları;BEKLIYOR;Aynı ağacın farklı dalları / prizmadan ayrışan ışık;prizma ışık;prism light spectrum;Pixabay;Yorum farklılıkları — tek kaynak, çok renk.
s7-u5-1.jpg;7;5;İtikadi Yorumlar: Maturidilik ve Eşarilik;BEKLIYOR;Eski medrese iç avlusu;medrese avlu;madrasa courtyard Ottoman;Wikimedia Commons;İtikadi yorumlar: Maturidilik–Eşarilik.
s7-u5-2.jpg;7;5;Fıkhi Yorumlar: İbadet ve Günlük Hayat;BEKLIYOR;El yazması fıkıh kitabı sayfası;fıkıh el yazması;islamic manuscript fiqh book;Wikimedia Commons;Fıkhi yorumlar.
s7-u5-3.jpg;7;5;Kültürümüzdeki Tasavvufi Yorumlar;HAZIR;Konya’da semazenler;;;Fotoğraf: Kyle Lamothe — CC BY 3.0 · Wikimedia Commons;
s7-u5-4.jpg;7;5;Alevilik-Bektaşilik: Temel Kavramlar ve Cem Erkânı;BEKLIYOR;Cem evi / bağlama ve semah meydanı;bağlama semah cem;baglama saz Alevi cem;Wikimedia Commons;Alevilik-Bektaşilik. Saygılı, temsil edici bir kare seç.
s7-u5-5.jpg;7;5;Ortak Payda: Sevgi, Saygı ve Birlikte Yaşama;BEKLIYOR;Farklı ellerin birleştiği halka;birlik eller halka;diverse hands circle unity;Pixabay;Birlikte yaşama.
s8-u1-0.jpg;8;1;Kader ve Kaza İnancı;BEKLIYOR;Yıldızlı gökyüzü uzun pozlama;yıldız izleri gökyüzü;star trails night sky;Pixabay;Kader ve kaza — evrendeki yasa.
s8-u1-1.jpg;8;1;İnsanın İradesi ve Kader;BEKLIYOR;Yol ayrımı / iki yöne giden patika;yol ayrımı;forked path crossroads;Pixabay;İnsanın iradesi ve seçim.
s8-u1-2.jpg;8;1;Kaderle İlgili Kavramlar;BEKLIYOR;Kum saati;kum saati;hourglass sand time;Pixabay;Ecel, ömür, rızık gibi kavramlar.
s8-u1-3.jpg;8;1;Bir Peygamber Tanıyorum: Hz. Musa (as);BEKLIYOR;Sina Dağı / Tûr manzarası;Sina Dağı;Mount Sinai landscape;Wikimedia Commons;Hz. Musa (as) — kişi tasviri YOK.
s8-u1-4.jpg;8;1;Bir Ayet Tanıyorum: Ayetelkürsi ve Anlamı;BEKLIYOR;Ayetelkürsi yazılı hat levhası;Ayetel Kürsi hat;Ayat al-Kursi calligraphy;Wikimedia Commons;
s8-u2-0.jpg;8;2;İslam'ın Paylaşma ve Yardımlaşmaya Verdiği Önem;BEKLIYOR;Gıda kolisi hazırlayan gönüllüler;yardım kolisi gönüllü;volunteers food donation boxes;Pixabay;Paylaşma ve yardımlaşma.
s8-u2-1.jpg;8;2;Zekât ve Sadaka İbadeti;BEKLIYOR;Kumbaraya / bağış kutusuna atılan para;bağış kutusu;donation box coins charity;Pixabay;Zekât ve sadaka.
s8-u2-2.jpg;8;2;Zekât ve Sadakanın Bireysel ve Toplumsal Faydaları;BEKLIYOR;Aşevi / toplu yemek dağıtımı;aşevi yemek dağıtımı;soup kitchen serving meal;Wikimedia Commons;Bireysel ve toplumsal faydalar.
s8-u2-3.jpg;8;2;Bir Peygamber Tanıyorum: Hz. Şuayb (as);BEKLIYOR;Eski terazi / ölçü aleti;antika terazi;antique balance scale weights;Pixabay;Hz. Şuayb (as) — ölçü-tartı.
s8-u2-4.jpg;8;2;Bir Sure Tanıyorum: Maun Suresi ve Anlamı;BEKLIYOR;Maun suresi yazılı sayfa;Maun suresi;Surah Al-Maun quran page;Wikimedia Commons;
s8-u3-0.jpg;8;3;Dinin Gayesi: Zarûrât-ı Hamse (Beş Temel Değer);BEKLIYOR;Beş sütunlu revak / sağlam temel;revak sütunlar;colonnade arches pillars;Wikimedia Commons;Zarûrât-ı hamse — beş temel değer.
s8-u3-1.jpg;8;3;Din Toplumsal Bir Olgudur;HAZIR;16 köşeli geometrik desen;;;Fotoğraf: Jim Joel — CC BY-SA 4.0 · Wikimedia Commons;
s8-u3-2.jpg;8;3;Helal Kazanç ve Haram Kazanç Yolları;BEKLIYOR;Emek ve alın teri: zanaatkâr elleri;zanaatkar el emek;craftsman hands working;Pixabay;Helal kazanç.
s8-u3-3.jpg;8;3;Yanlış Dinî Bilgi ve Uygulamalar: Bidat, Hurafe, Tahrif;BEKLIYOR;Bulanık cam ardındaki yazı;bulanık cam yazı;blurred glass distorted text;Pixabay;Bidat, hurafe, tahrif — bilgi bozulması.
s8-u3-4.jpg;8;3;Bir Peygamber Tanıyorum: Hz. Yusuf (as);BEKLIYOR;Kuyu / eski taş kuyu;taş kuyu;old stone well;Pixabay;Hz. Yusuf (as) — kişi tasviri YOK.
s8-u3-5.jpg;8;3;Bir Sure Tanıyorum: Asr Suresi ve Anlamı;BEKLIYOR;Asr suresi yazılı sayfa;Asr suresi;Surah Al-Asr quran page;Wikimedia Commons;
s8-u4-0.jpg;8;4;"Doğruluğu ve Güvenilirliği: ""El-Emin""";BEKLIYOR;Anahtar teslim eden el / emanet sandığı;anahtar emanet;handing over key trust;Pixabay;El-Emin.
s8-u4-1.jpg;8;4;Merhameti ve Affediciliği;BEKLIYOR;Sarılan iki kişi (uzaktan, yüz görünmeden);sarılma affetme;embrace forgiveness silhouette;Pixabay;Merhamet ve affedicilik.
s8-u4-2.jpg;8;4;İstişareye Verdiği Önem;BEKLIYOR;Yuvarlak masada danışan grup;istişare toplantı;group discussion round table;Pixabay;İstişare.
s8-u4-3.jpg;8;4;Cesareti ve Kararlılığı;BEKLIYOR;Zirveye tırmanan tek kişi silueti;dağ zirve tırmanış;climber mountain summit silhouette;Pixabay;Cesaret ve kararlılık.
s8-u4-4.jpg;8;4;İnsanlara Verdiği Değer ve Hakkı Gözetmesi;BEKLIYOR;Herkesin eşit yer aldığı cami safı (arkadan);cami saf eşitlik;prayer row equality mosque;Wikimedia Commons;İnsana verilen değer, hak.
s8-u4-5.jpg;8;4;Bir Sure Tanıyorum: Kureyş Suresi ve Anlamı;BEKLIYOR;Kureyş suresi yazılı sayfa (8. sınıf);Kureyş suresi hat;Surah Quraysh calligraphy;Wikimedia Commons;"Not: 5-u4-2 ile aynı sure; FARKLI bir fotoğraf seç."
s8-u5-0.jpg;8;5;İslam Dininin Temel Kaynağı: Kur'an-ı Kerim;BEKLIYOR;Kütüphanede korunan tarihî mushaf;tarihi mushaf müze;historic quran manuscript museum;Wikimedia Commons;Temel kaynak: Kur’an.
s8-u5-1.jpg;8;5;İslam Dininin İkinci Kaynağı: Sünnet;BEKLIYOR;El yazması hadis kitabı sayfası;hadis el yazması;hadith manuscript page;Wikimedia Commons;İkinci kaynak: sünnet.
s8-u5-2.jpg;8;5;Kur'an-ı Kerim'in Ana Konuları;BEKLIYOR;Açık mushaf ve kalem/not defteri;Kur’an meal not;quran study notebook pen;Pixabay;Ana konular.
s8-u5-3.jpg;8;5;Kur'an-ı Kerim'in Temel Özellikleri;HAZIR;Kûfî hatla yazılmış Kur’an sayfası (A’râf 86-87);;;Fotoğraf: Bilinmeyen — Kamu malı · Wikimedia Commons;
s8-u5-4.jpg;8;5;Bir Peygamber Tanıyorum: Hz. Nuh (as);BEKLIYOR;Ahşap gemi / tekne omurgası;ahşap gemi iskeleti;wooden ship hull ark;Pixabay;"Hz. Nuh (as). Not: 5-u4-1 ile aynı peygamber; FARKLI foto seç."
s8-u5-5.jpg;8;5;Bir Sure Tanıyorum: İhlâs Suresi ve Anlamı;BEKLIYOR;İhlâs suresi yazılı hat levhası;İhlas suresi hat;Surah Al-Ikhlas calligraphy;Wikimedia Commons;"Not: 5-u1-3 ile aynı sure; FARKLI bir fotoğraf seç."
